Time	siga	epsc	epsa	epsv	sigc	siga*	SqJ2	I1
1.046875	1.011235454	0.420298228	0.816915437	1.648892855	0.99239081	2.003626264	0.583837062	3.988407884
2.046875	1.008086237	0.420205046	0.816608435	1.648404364	0.99118578	1.999272017	0.58201886	3.981643577
3.046875	1.009818382	0.420068687	0.816799621	1.648324591	0.98808283	1.997901212	0.583018915	3.974066872
4.046875	1.035088875	0.420122747	0.816812468	1.648444118	0.99260521	2.027694085	0.597608841	4.012904505
5.046875	1.024843874	0.420015054	0.816668031	1.648088162	0.99957198	2.024415854	0.591693887	4.023559814
6.046875	0.971218211	0.421482536	0.816579735	1.650899357	1.0508252	2.022043411	0.560733096	4.123693811
7.046875	0.961030662	0.424135807	0.816363352	1.655925761	1.0952749	2.056305562	0.554851311	4.246855362
8.046875	0.910664557	0.427750773	0.816255902	1.662959593	1.1373656	2.048030157	0.525772427	4.322761357
9.046875	0.875772997	0.432903259	0.816154858	1.673036296	1.1872135	2.062986497	0.505627776	4.437413497
10.046875	0.855551667	0.439450355	0.81654284	1.686351551	1.2400198	2.095571467	0.493952985	4.575611067
11.046875	0.798081212	0.446805427	0.816961811	1.701292164	1.291172	2.089253212	0.460772403	4.671597212
12.046875	0.772108074	0.455006675	0.817447895	1.717968973	1.347165	2.119273074	0.445776804	4.813603074
13.046875	0.757316194	0.464341749	0.818167944	1.737114761	1.3944727	2.151788894	0.437236708	4.940734294
14.046875	0.688357913	0.473019443	0.819170735	1.755240801	1.4375235	2.125881413	0.397423626	5.000928413
15.046875	0.699046092	0.482196822	0.820883541	1.775054585	1.4847621	2.183808192	0.403594449	5.153332392
16.046875	0.679410447	0.490828071	0.822847211	1.794036523	1.5276917	2.207102147	0.392257804	5.262485547
17.046875	0.674639738	0.499284243	0.825157734	1.813014177	1.5722216	2.246861338	0.389503434	5.391304538
18.046875	0.670213386	0.508007911	0.827891656	1.832936613	1.6104488	2.280662186	0.386947879	5.501559786
19.046875	0.651386278	0.516049796	0.830590921	1.851477034	1.6524636	2.303849878	0.376078043	5.608777078
20.046875	0.662632806	0.524588218	0.833458848	1.871161839	1.6964053	2.359038106	0.382571229	5.751848706
21.046875	0.667784455	0.532780314	0.837023971	1.890850811	1.7412927	2.409077155	0.385545535	5.891662555
22.046875	0.683931022	0.54119631	0.844213096	1.914563807	1.7818066	2.465737622	0.39486776	6.029350822
23.046875	0.670314857	0.550069272	0.84780428	1.935615693	1.8239996	2.494314457	0.387006463	6.142313657
24.046875	0.667221447	0.558117243	0.851324544	1.954967822	1.8648112	2.532032647	0.385220482	6.261655047
25.046875	0.667718123	0.566045835	0.855025123	1.974260441	1.9063882	2.574106323	0.385507238	6.386882723
26.046875	0.705039457	0.573561076	0.858950455	1.99295793	1.9489655	2.654004957	0.40705472	6.551935957
27.046875	0.709434305	0.581532463	0.862981391	2.012656666	1.9934722	2.702906505	0.409592087	6.689850905
28.046875	0.708048872	0.589655354	0.866651823	2.032295212	2.0425892	2.750638072	0.408792207	6.835816472
29.046875	0.743123683	0.59741823	0.870685749	2.051580929	2.0842462	2.827369883	0.429042658	6.995862283
30.046875	0.728876869	0.605447908	0.874636414	2.071307684	2.127883	2.856759869	0.420817257	7.112525869
31.046875	0.776539974	0.612717854	0.878826072	2.089771093	2.1660974	2.942637374	0.448335563	7.274832174
32.046875	0.774437358	0.619914535	0.882976747	2.108049407	2.2041821	2.978619458	0.447121617	7.386983658
33.046875	0.791870813	0.626793227	0.887248449	2.125818635	2.2467856	3.038656413	0.457186827	7.532227613
34.046875	0.829946796	0.633888192	0.891141658	2.143638024	2.2859952	3.115941996	0.479170006	7.687932396
35.046875	0.843052689	0.640715805	0.895231539	2.161122952	2.3299165	3.172969189	0.486736697	7.832802189
36.046875	0.860930196	0.647699053	0.899149397	2.178742519	2.3751516	3.236081796	0.49705828	7.986384996
37.046875	0.854433463	0.654861952	0.903440884	2.197082509	2.4150128	3.269446263	0.49330739	8.099471863
38.046875	0.874736907	0.662198068	0.907144715	2.215181378	2.463285	3.338021907	0.505029589	8.264591907
39.046875	0.861137453	0.670120933	0.911072535	2.234654118	2.5185454	3.379682853	0.49717794	8.416773653
40.046875	0.883844472	0.677786728	0.914720624	2.253342443	2.5639324	3.447776872	0.510287844	8.575641672
41.046875	0.89797401	0.685522038	0.918698283	2.272490369	2.6146896	3.51266361	0.518445536	8.74204281
42.046875	0.902344327	0.692876352	0.922190845	2.29040776	2.653214	3.555558327	0.52096874	8.861986327
43.046875	0.923223357	0.699578672	0.926059781	2.30741131	2.6934617	3.616685057	0.533023254	9.003608457
44.046875	0.976303158	0.706101119	0.92970105	2.323834594	2.7316489	3.707952058	0.563668891	9.171249858
45.046875	0.965726073	0.711985793	0.933616757	2.339271995	2.7725306	3.738256673	0.557562208	9.283317873
46.046875	0.973641826	0.718052394	0.937384685	2.354919984	2.8119137	3.785555526	0.56213237	9.409382926
47.046875	1.006370512	0.723951749	0.940978869	2.370066157	2.8511682	3.857538712	0.581028286	9.559875112
48.046875	1.031029962	0.729718749	0.944857519	2.385230831	2.8911555	3.922185462	0.595265426	9.704496462
49.046875	1.020195495	0.735510869	0.948055978	2.399773131	2.9321935	3.952388995	0.589010144	9.816775995
50.046875	1.035067475	0.741769433	0.95131797	2.415293788	2.981009	4.016076475	0.597596485	9.978094475
51.046875	1.080697658	0.747911792	0.954230567	2.430240203	3.032902	4.113599658	0.623941084	10.17940366
52.046875	1.041478646	0.75442234	0.957194405	2.445959455	3.0786736	4.120152246	0.601297977	10.27749945
53.046875	1.038740886	0.761356504	0.959980627	2.462334895	3.1251824	4.163923286	0.59971733	10.41428809
54.046875	1.05051638	0.767847256	0.962871973	2.477940588	3.1712775	4.22179388	0.606515915	10.56434888
55.046875	1.069421201	0.774415118	0.965512936	2.493449733	3.2161694	4.285590601	0.617430618	10.7179294
56.046875	1.081067593	0.780695042	0.968325616	2.508560531	3.2588878	4.339955393	0.624154666	10.85773099
57.046875	1.062330524	0.786717683	0.970573929	2.522608765	3.2973866	4.359717124	0.613336814	10.95449032
58.046875	1.070193876	0.79247136	0.973437552	2.536732868	3.3379562	4.408150076	0.617876722	11.08406248
59.046875	1.083750801	0.797654888	0.975856386	2.549297786	3.3737588	4.457509601	0.625703817	11.2050272
60.046875	1.076272111	0.803324882	0.97788234	2.562430757	3.4153798	4.491651911	0.621385993	11.32241151
61.046875	1.082693102	0.808840869	0.980515873	2.575857897	3.4531586	4.535851702	0.625093154	11.4421689
62.046875	1.086854397	0.814411756	0.982305809	2.588561782	3.4991667	4.586021097	0.627495679	11.5843545
63.046875	1.108405881	0.819802226	0.98458293	2.601389531	3.5443487	4.652754581	0.639938434	11.74145198
64.046875	1.091883009	0.825888052	0.986693244	2.615417777	3.5926929	4.684575909	0.630398949	11.86996171
65.046875	1.078326264	0.832144095	0.988847831	2.62982258	3.6364536	4.714779864	0.622571959	11.98768706
66.046875	1.076462454	0.838081731	0.990740347	2.643343159	3.6867208	4.763183254	0.621495888	12.13662485
67.046875	1.056420326	0.84452665	0.992540441	2.657767742	3.7308626	4.787282926	0.60992456	12.24900813
68.046875	1.076893477	0.850740535	0.994485402	2.671879873	3.7785654	4.855458877	0.621744739	12.41258968
69.046875	1.055228344	0.856472324	0.996482183	2.685095291	3.8233886	4.878616944	0.609236368	12.52539414
70.046875	1.047378967	0.862142167	0.998383239	2.698093926	3.8627965	4.910175467	0.604704529	12.63576847
71.046875	1.041954196	0.867739415	1.000054104	2.71072279	3.9063115	4.948265696	0.601572536	12.7608887
72.046875	1.072114784	0.872659017	1.001903583	2.722196174	3.9469297	5.019044484	0.618985759	12.91290388
73.046875	1.061265632	0.877695041	1.003727766	2.733872346	3.9846194	5.045885032	0.612721998	13.01512383
74.046875	1.032576701	0.882695658	1.005601333	2.745526685	4.0256176	5.058194301	0.596158436	13.1094295
75.046875	1.062126341	0.887993797	1.007655155	2.757941045	4.0619841	5.124110441	0.613218929	13.24807864
