Time	siga	epsa	epsc	epsv	sigc	siga*	SqJ2	I1
24.668945	0.72458625	0.002370102	0.005111411	0.012592923	1.1039053	1.82849155	0.418340066	4.03630215
25.668945	0.7306965	0.002139922	0.005514009	0.013167939	1.1126133	1.8433098	0.421867821	4.0685364
26.668945	0.73476905	0.002520482	0.005831417	0.014183315	1.1153097	1.85007875	0.424219109	4.08069815
27.668945	0.7254141	0.002466739	0.006389124	0.015244987	1.1196537	1.8450678	0.418818026	4.0843752
28.668945	0.7241739	0.002582579	0.006895326	0.016373232	1.1275667	1.8517406	0.418101996	4.106874
29.668945	0.7315684	0.002693087	0.007419821	0.017532729	1.1313502	1.8629186	0.422371213	4.125619
30.668945	0.72613561	0.002934643	0.007946624	0.018827893	1.1402156	1.86635121	0.41923459	4.14678241
31.668945	0.73935461	0.003336009	0.008408289	0.020152587	1.1452409	1.88459551	0.426866583	4.17507731
32.668945	0.72543335	0.003628214	0.008983672	0.021595558	1.1516584	1.87709175	0.41882914	4.18040855
33.668945	0.73110944	0.003885117	0.009611625	0.023108367	1.1571201	1.88822954	0.422106232	4.20246974
34.668945	0.73013574	0.004358082	0.009985084	0.02432825	1.1619493	1.89208504	0.421544066	4.21598364
35.668945	0.73287266	0.004902293	0.010516225	0.025934743	1.1686026	1.90147526	0.423124228	4.23868046
36.668945	0.74793321	0.005337963	0.010883603	0.027105171	1.1742371	1.92217031	0.43181944	4.27064451
37.668945	0.74910063	0.005802912	0.011317111	0.028437134	1.1785383	1.92763893	0.43249345	4.28471553
38.668945	0.75437939	0.006407596	0.011783306	0.029974209	1.1834556	1.93783499	0.435541144	4.30474619
39.668945	0.75452441	0.006594539	0.012108129	0.030810796	1.1865222	1.94104661	0.435624871	4.31409101
40.668945	0.75905132	0.007243177	0.012423629	0.032090437	1.1902227	1.94927402	0.438238484	4.32971942
41.668945	0.76184076	0.007454584	0.012703491	0.032861564	1.191214	1.95305476	0.439848968	4.33548276
42.668945	0.77499831	0.007687391	0.013040022	0.033767436	1.1960609	1.97105921	0.447445483	4.36318101
43.668945	0.77447158	0.008038467	0.013268837	0.03457614	1.1998844	1.97435598	0.447141375	4.37412478
44.668945	0.77120686	0.008177317	0.013652209	0.035481736	1.2036723	1.97487916	0.445256488	4.38222376
45.668945	0.77437335	0.008155148	0.01395212	0.036059387	1.2080905	1.98246385	0.447084662	4.39864485
46.668945	0.76984167	0.008356622	0.014456392	0.037269406	1.2103122	1.98015387	0.444468295	4.40077827
47.668945	0.76444751	0.008368915	0.015032317	0.038433548	1.2175833	1.98203081	0.441353976	4.41719741
48.668945	0.75918984	0.008299303	0.015581638	0.039462578	1.2246417	1.98383154	0.438318458	4.43311494
49.668945	0.7640878	0.008146624	0.016289504	0.040725634	1.2299269	1.9940147	0.441146297	4.4538685
50.668945	0.76188946	0.008081868	0.016994933	0.042071734	1.2384872	2.00037666	0.439877085	4.47735106
51.668945	0.75898242	0.007816381	0.01770784	0.043232061	1.2404946	1.99947702	0.438198704	4.48046622
52.668945	0.76604557	0.007510607	0.018369375	0.044249356	1.2504824	2.01652797	0.442276616	4.51749277
53.668945	0.74984151	0.007579891	0.018970795	0.045521483	1.2543863	2.00422781	0.432921198	4.51300041
54.668945	0.75613898	0.007489605	0.019808071	0.047105744	1.2594724	2.01561138	0.436557044	4.53455618
55.668945	0.7502526	0.007312805	0.020453678	0.048220165	1.2648507	2.0151033	0.433158541	4.5448047
56.668945	0.75689524	0.0071216	0.021155331	0.049432263	1.2694945	2.02638974	0.436993671	4.56537874
57.668945	0.7506308	0.007161436	0.021829393	0.050820217	1.2766302	2.027261	0.433376894	4.5805214
58.668945	0.74945217	0.007043895	0.022439955	0.051923808	1.2815285	2.03098067	0.432696412	4.59403767
59.668945	0.7488336	0.006631384	0.02313219	0.052895762	1.2847717	2.0336053	0.432339281	4.6031487
60.668945	0.74873996	0.0068956	0.023800913	0.054497428	1.2897512	2.03849116	0.432285217	4.61799356
61.668945	0.75510073	0.006565526	0.024392372	0.05535027	1.2969962	2.05209693	0.43595761	4.64608933
62.668945	0.74122369	0.006486894	0.025069457	0.05662581	1.2995166	2.04074029	0.427945697	4.63977349
63.668945	0.74709141	0.006113952	0.02568954	0.057493035	1.30425	2.05134141	0.431333427	4.65984141
64.668945	0.74660867	0.00617108	0.026304327	0.058779739	1.3094678	2.05607647	0.431054717	4.67501207
65.668945	0.74362022	0.006004407	0.026909431	0.059823267	1.3126705	2.05629072	0.429329334	4.68163172
66.668945	0.74290323	0.005971086	0.027446697	0.060864478	1.315568	2.05847123	0.42891538	4.68960723
67.668945	0.74533641	0.006171633	0.028160529	0.062492687	1.3212438	2.06658021	0.430320177	4.70906781
68.668945	0.74292159	0.00606172	0.028653333	0.063368388	1.3285612	2.07148279	0.42892598	4.72860519
69.668945	0.74915111	0.005933443	0.029208759	0.064350963	1.3318921	2.08104321	0.432522595	4.74482741
70.668945	0.73467082	0.00598631	0.029733777	0.065453865	1.3344527	2.06912352	0.424162396	4.73802892
71.668945	0.73913717	0.006425627	0.030290361	0.06700635	1.3423289	2.08146607	0.426741044	4.76612387
72.668945	0.73956305	0.006463782	0.0308355	0.068134777	1.3475398	2.08710285	0.426986926	4.78218245
73.668945	0.74768358	0.006838589	0.031434592	0.069707774	1.3518009	2.09948448	0.431675316	4.80308628
74.668945	0.73578405	0.006860395	0.032194391	0.071249172	1.3572686	2.09305265	0.424805119	4.80758985
75.668945	0.75287682	0.006944267	0.032780066	0.072504401	1.360204	2.11308082	0.434673635	4.83348882
76.668945	0.74590749	0.006984944	0.033275425	0.073535793	1.3671352	2.11304269	0.43064989	4.84731309
77.668945	0.75196636	0.007402045	0.033867221	0.07513649	1.3755289	2.12749526	0.43414798	4.87855306
78.668945	0.75574684	0.00723115	0.034477435	0.076186024	1.3770288	2.13277564	0.436330642	4.88683324
79.668945	0.75181288	0.007425858	0.035051983	0.077529825	1.3818095	2.13362238	0.434059369	4.89724138
80.668945	0.7584483	0.007676015	0.035742939	0.07916189	1.3877853	2.1462336	0.43789033	4.9218042
81.668945	0.76433372	0.00809933	0.036245897	0.08059112	1.3928437	2.15717742	0.441288279	4.94286482
82.668945	0.75659233	0.008243445	0.036874216	0.081991874	1.3973151	2.15390743	0.436818785	4.94853763
83.668945	0.75486028	0.008468359	0.037468292	0.083404943	1.4040374	2.15889768	0.435818786	4.96697248
84.668945	0.76281095	0.008694113	0.037977863	0.084649839	1.4137729	2.17658385	0.440409107	5.00412965
85.668945	0.7618041	0.008739645	0.038626648	0.085992947	1.4134932	2.1752973	0.439827802	5.0022837
86.668945	0.76032078	0.008834786	0.039252378	0.08733955	1.4212635	2.18158428	0.438971407	5.02411128
87.668945	0.75238216	0.009002038	0.039880894	0.088763826	1.4237328	2.17611496	0.434388043	5.02358056
88.668945	0.7581234	0.00866924	0.04058433	0.089837901	1.42775	2.1858734	0.437702749	5.0413734
89.668945	0.76741672	0.008732986	0.041216463	0.091165908	1.4360569	2.20347362	0.44306825	5.07558742
90.668945	0.75675666	0.008544035	0.0418281	0.092200227	1.437825	2.19458166	0.436913661	5.07023166
91.668945	0.75830609	0.008661577	0.042504199	0.093669981	1.445311	2.20361709	0.437808225	5.09423909
92.668945	0.75733042	0.00834668	0.04309753	0.094541736	1.4470464	2.20437682	0.437244922	5.09846962
93.668945	0.7635268	0.008550961	0.043686561	0.095924079	1.4538875	2.2174143	0.440822404	5.1251893
94.668945	0.76709735	0.008530364	0.044331092	0.097192541	1.4593689	2.22646625	0.442883862	5.14520405
95.668945	0.75028294	0.008454754	0.044980124	0.098415002	1.4626725	2.21295544	0.433176057	5.13830044
96.668945	0.75234628	0.008198651	0.045614325	0.099427298	1.465977	2.21832328	0.434367327	5.15027728
97.668945	0.74830222	0.008294365	0.046308022	0.10091041	1.4703679	2.21867012	0.432032488	5.15940592
98.668945	0.75038761	0.007881628	0.046955172	0.10179198	1.4759712	2.22635881	0.433236489	5.17830121
99.668945	0.75510532	0.008084778	0.047585759	0.10325631	1.4803774	2.23548272	0.43596026	5.19623752
100.66895	0.74644071	0.007745975	0.048329927	0.10440582	1.4821893	2.22863001	0.430957745	5.19300861
101.66895	0.7486124	0.007734624	0.048963819	0.10566226	1.4915859	2.2401983	0.432211571	5.2233701
102.66895	0.7513659	0.00768001	0.049688142	0.1070563	1.4936029	2.2449688	0.433801305	5.2321746
103.66895	0.75483829	0.00762661	0.050314844	0.1082563	1.4988189	2.25365719	0.43580609	5.25129499
104.66895	0.75062531	0.00747141	0.051138539	0.10974848	1.5031215	2.25374681	0.433373725	5.25998981
105.66895	0.74900615	0.007499235	0.051726207	0.11095165	1.5109849	2.25999105	0.432438902	5.28196085
106.66895	0.74375325	0.007361123	0.05238324	0.1121276	1.515547	2.25930025	0.429406139	5.29039425
107.66895	0.74158436	0.007243669	0.053166669	0.113577	1.5204062	2.26199056	0.42815393	5.30280296
108.66895	0.75473183	0.007212275	0.05392164	0.11505555	1.5274721	2.28220393	0.435744625	5.33714813
109.66895	0.74301702	0.007047829	0.054640945	0.11632972	1.5313182	2.27433522	0.428981077	5.33697162
110.66895	0.74371016	0.006854146	0.055357669	0.11756948	1.5366964	2.28040656	0.429381261	5.35379936
111.66895	0.73744184	0.006672797	0.056192849	0.1190585	1.542825	2.28026684	0.425762245	5.36591684
112.66895	0.74650311	0.006660073	0.056899454	0.12045898	1.5495747	2.29607781	0.430993772	5.39522721
113.66895	0.73997235	0.006580073	0.05763559	0.12185125	1.5510278	2.29100015	0.427223235	5.39305575
114.66895	0.74387169	0.006562412	0.058311522	0.12318546	1.5596865	2.30355819	0.42947452	5.42293119
115.66895	0.74535298	0.006644107	0.059092119	0.12482835	1.5626627	2.30801568	0.430329744	5.43334108
116.66895	0.74085361	0.00679107	0.059837766	0.1264666	1.5713648	2.31221841	0.427732031	5.45494801
117.66895	0.73725367	0.006653511	0.060476277	0.12760606	1.5749261	2.31217977	0.425653605	5.46203197
118.66895	0.73402566	0.006855498	0.061142746	0.12914099	1.5799829	2.31400856	0.423789912	5.47397436
119.66895	0.74841046	0.006877135	0.061930891	0.13073891	1.5849454	2.33335586	0.432094981	5.50324666
120.66895	0.73910779	0.006991008	0.062568016	0.13212703	1.5913166	2.33042439	0.426724082	5.51305759
121.66895	0.75912929	0.007014924	0.063210368	0.13343565	1.5939318	2.35306109	0.4382835	5.54092469
122.66895	0.75513107	0.007089817	0.063895166	0.13488016	1.6005223	2.35565337	0.435975127	5.55669797
123.66895	0.74421769	0.007338319	0.064559087	0.1364565	1.6043663	2.34858399	0.429674284	5.55731659
124.66895	0.74502802	0.007493662	0.065202385	0.13789843	1.6101199	2.35514792	0.430142128	5.57538772
125.66895	0.74297661	0.007396943	0.065728523	0.138854	1.6159881	2.35896471	0.428957746	5.59094091
126.66895	0.74647838	0.007440528	0.066557162	0.14055486	1.6185627	2.36504108	0.430979494	5.60216648
127.66895	0.75739479	0.007315181	0.067231409	0.14177799	1.6276274	2.38502219	0.437282086	5.64027699
128.66895	0.74753934	0.007500751	0.067844078	0.14318891	1.6278995	2.37543884	0.431592039	5.63123784
129.66895	0.75389087	0.007676916	0.068441622	0.14456016	1.6353925	2.38928337	0.435259097	5.66006837
130.66895	0.75607377	0.007783741	0.068975709	0.14573516	1.6394089	2.39548267	0.436519395	5.67430047
131.66895	0.74814248	0.00781423	0.069547355	0.14690894	1.6430365	2.39117898	0.431940262	5.67725198
132.66895	0.75377625	0.007804681	0.070128061	0.1480608	1.646691	2.40046725	0.435192921	5.69384925
133.66895	0.75092721	0.0077795	0.070755824	0.14929114	1.6533682	2.40429541	0.433548027	5.71103181
134.66895	0.75376338	0.00748063	0.071442686	0.15036599	1.6575701	2.41133348	0.43518549	5.72647368
135.66895	0.75509161	0.007539214	0.072019637	0.1515785	1.6614494	2.41654101	0.435952344	5.73943981
136.66895	0.75564224	0.00755474	0.072719499	0.15299374	1.6639662	2.41960844	0.436270251	5.74754084
137.66895	0.75171095	0.007478643	0.073373146	0.15422495	1.6710142	2.42272515	0.434000519	5.76475355
138.66895	0.75778478	0.007414728	0.073951215	0.15531716	1.6738997	2.43168448	0.437507247	5.77948388
139.66895	0.74758339	0.007495014	0.074574694	0.1566444	1.6794214	2.42700479	0.431617471	5.78584759
140.66895	0.75892371	0.00755685	0.075291872	0.1581406	1.6840096	2.44293331	0.438164808	5.81095251
141.66895	0.74662793	0.007536981	0.075888321	0.15931362	1.6914365	2.43806443	0.431065836	5.82093743
142.66895	0.74352938	0.007641245	0.076514125	0.16066951	1.6964505	2.43997988	0.429276888	5.83288088
143.66895	0.75807571	0.007545566	0.077207118	0.1619598	1.699319	2.45739471	0.437675215	5.85603271
144.66895	0.73936665	0.007497616	0.077946357	0.16339032	1.7049233	2.44428995	0.426873534	5.85413655
145.66895	0.75468868	0.007764394	0.078606486	0.16497737	1.7097446	2.46443328	0.435719713	5.88392248
146.66895	0.75203246	0.007716547	0.079396434	0.1665094	1.7177583	2.46979076	0.434186143	5.90530736
147.66895	0.76591158	0.007661549	0.080088012	0.16783758	1.7200586	2.48597018	0.442199257	5.92608738
148.66895	0.76182252	0.007638745	0.080896832	0.1694324	1.7308357	2.49265822	0.439838437	5.95432962
149.66895	0.75117594	0.007581755	0.081551947	0.17068565	1.7341009	2.48527684	0.433691631	5.95347864
150.66895	0.76641178	0.007902552	0.082318187	0.17253892	1.7406843	2.50709608	0.442488047	5.98846468
151.66895	0.75207013	0.007884558	0.083075128	0.17403482	1.7445023	2.49657243	0.434207892	5.98557703
152.66895	0.75256473	0.00800343	0.083727829	0.17545907	1.7501172	2.50268193	0.434493449	6.00291633
153.66895	0.76311833	0.00806099	0.084516183	0.17709336	1.755538	2.51865633	0.440586573	6.02973233
154.66895	0.75795174	0.008109144	0.085264035	0.17863722	1.7639523	2.52190404	0.437603641	6.04980864
155.66895	0.75375235	0.007906773	0.085984573	0.17987593	1.7689978	2.52275015	0.435179122	6.06074575
156.66895	0.75431055	0.008212809	0.08672788	0.18166856	1.774191	2.52850155	0.435501399	6.07688355
157.66895	0.75625098	0.008062096	0.087429434	0.18292096	1.7756933	2.53194428	0.436621707	6.08333088
158.66895	0.74758244	0.008100436	0.088086687	0.18427379	1.781935	2.52951744	0.431616923	6.09338744
159.66895	0.75945443	0.007893732	0.088837691	0.18556911	1.7832738	2.54272823	0.43847122	6.10927583
160.66895	0.75403041	0.007619685	0.089549594	0.18671887	1.7906386	2.54466901	0.43533966	6.12594621
161.66895	0.74529785	0.007619439	0.0902448	0.18810904	1.7948937	2.54019155	0.430297914	6.12997895
162.66895	0.74221486	0.007520938	0.090868115	0.18925717	1.8001229	2.54233776	0.428517949	6.14258356
163.66895	0.74247003	0.007408519	0.091578588	0.19056569	1.8022531	2.54472313	0.428665272	6.14922933
164.66895	0.74746495	0.007325452	0.092178389	0.19168223	1.80583	2.55329495	0.43154909	6.16495495
165.66895	0.75453085	0.007505156	0.092820011	0.19314517	1.8128761	2.56740695	0.435628589	6.19315915
166.66895	0.74211484	0.007131926	0.093430005	0.19399194	1.8186951	2.56080994	0.428460203	6.19820014
167.66895	0.7486372	0.007486941	0.094120227	0.19572741	1.8217825	2.5704197	0.432225889	6.2139847
168.66895	0.75152558	0.007451573	0.094799526	0.19705063	1.8268526	2.57837818	0.433893496	6.23208338
169.66895	0.75246745	0.007576653	0.095469922	0.1985165	1.8313456	2.58381305	0.434437285	6.24650425
170.66895	0.7449739	0.007466016	0.096114248	0.19969451	1.8351358	2.5801097	0.430110882	6.2503813
171.66895	0.74820399	0.007493109	0.096838497	0.2011701	1.8393303	2.58753429	0.431975775	6.26619489
172.66895	0.74264532	0.007414809	0.097416162	0.20224713	1.8458591	2.58850442	0.428766475	6.28022262
173.66895	0.73740143	0.007450589	0.098070107	0.2035908	1.8498232	2.58722463	0.425738914	6.28687103
174.66895	0.74822879	0.007455424	0.09878391	0.20502324	1.8548568	2.60308559	0.431990093	6.31279919
175.66895	0.74727219	0.007516553	0.099504158	0.20652488	1.8609325	2.60820469	0.4314378	6.33006969
176.66895	0.75635737	0.007562823	0.10014425	0.20785134	1.8620802	2.61843757	0.436683131	6.34259797
177.66895	0.74869961	0.007735628	0.10087401	0.20948364	1.8704209	2.61912051	0.432261921	6.35996231
178.66895	0.76789296	0.007843226	0.10163186	0.21110694	1.8770562	2.64494916	0.443343207	6.39906156
179.66895	0.76479721	0.007780955	0.10238632	0.21255359	1.8791938	2.64399101	0.441555875	6.40237861
180.66895	0.74173766	0.007668496	0.10319512	0.21405873	1.8862294	2.62796706	0.428242438	6.40042586
181.66895	0.74829215	0.00745442	0.10392287	0.21530014	1.889877	2.63816915	0.432026674	6.41792315
182.66895	0.74717861	0.007490731	0.10458267	0.21665606	1.8949767	2.64215531	0.431383772	6.43210871
183.66895	0.74768913	0.007165861	0.10546795	0.21810175	1.8985107	2.64619983	0.43167852	6.44322123
184.66895	0.74914932	0.007214959	0.1061977	0.21961036	1.9050624	2.65421172	0.432521562	6.46433652
185.66895	0.75339258	0.007411654	0.10693964	0.22129093	1.9110907	2.66448328	0.434971409	6.48666468
186.66895	0.75141549	0.007020394	0.10772488	0.22247015	1.9162434	2.66765889	0.433829935	6.50014569
187.66895	0.75286025	0.00704158	0.10844801	0.2239376	1.9244977	2.67735795	0.434664068	6.52635335
188.66895	0.73930699	0.007422314	0.10922395	0.22587022	1.9302844	2.66959139	0.42683909	6.53016019
189.66895	0.74546129	0.007622738	0.10992958	0.2274819	1.9356519	2.68111319	0.430392276	6.55241699
190.66895	0.74291879	0.007646121	0.11073227	0.22911066	1.9410555	2.68397429	0.428924363	6.56608529
191.66895	0.75162566	0.007735116	0.11148766	0.23071045	1.9491825	2.70080816	0.433951277	6.59917316
192.66895	0.74882627	0.007509233	0.11217795	0.23186512	1.9507924	2.69961867	0.432335049	6.60120347
193.66895	0.76399046	0.007823634	0.11291347	0.23365058	1.9570352	2.72102566	0.441090098	6.63509606
194.66895	0.75051796	0.007843329	0.11367036	0.23518403	1.9615525	2.71207046	0.433311746	6.63517546
195.66895	0.75682825	0.00812742	0.1143589	0.23684523	1.9673461	2.72417435	0.436954994	6.65886655
196.66895	0.76697069	0.00833537	0.11505283	0.23844102	1.9705652	2.73753589	0.442810734	6.67866629
197.66895	0.75406438	0.008081233	0.11576979	0.2396208	1.9745817	2.72864608	0.435359273	6.67780948
198.66895	0.76240158	0.00804466	0.11657791	0.24120049	1.9805397	2.74294128	0.440172757	6.70402068
199.66895	0.75679243	0.007844415	0.11725504	0.24235448	1.9853985	2.74219093	0.436934313	6.71298793
200.66895	0.75735432	0.0077688	0.11801005	0.24378888	1.9895329	2.74688722	0.437258721	6.72595302
201.66895	0.75335401	0.007587845	0.11866917	0.24492617	1.994815	2.74816901	0.43494914	6.73779901
202.66895	0.73694253	0.007401533	0.11955759	0.2465167	1.9994825	2.73642503	0.425473968	6.73539003
203.66895	0.74800301	0.007126251	0.1202582	0.24764265	2.0035584	2.75156141	0.431859739	6.75867821
204.66895	0.74104822	0.006986337	0.120968	0.24892233	2.0063071	2.74735532	0.427844389	6.75996952
205.66895	0.742091	0.006788632	0.12167821	0.25014508	2.0115771	2.7536681	0.428446439	6.7768223
206.66895	0.74701804	0.006851564	0.12235624	0.25156403	2.016181	2.76319904	0.431291066	6.79556104
207.66895	0.741723	0.006534229	0.12313961	0.25281346	2.0181768	2.7598998	0.428233974	6.7962534
208.66895	0.74590844	0.006410096	0.123772	0.25395411	2.0261555	2.77206394	0.430650439	6.82437494
209.66895	0.74845451	0.006409502	0.1244777	0.25536489	2.0318401	2.78029461	0.432120413	6.84397481
210.66895	0.74848759	0.006492349	0.12517539	0.25684312	2.0338433	2.78233089	0.432139512	6.85001749
211.66895	0.75411689	0.006587368	0.12588434	0.25835606	2.0396495	2.79376639	0.435389589	6.87306539
212.66895	0.754094	0.006951233	0.12647139	0.25989398	2.0452805	2.7993745	0.435376374	6.8899355
213.66895	0.7654956	0.007060738	0.12721705	0.26149485	2.0498574	2.815353	0.441959091	6.9150678
214.66895	0.75519443	0.007447965	0.12793291	0.2633138	2.0568719	2.81206633	0.436011707	6.92581013
215.66895	0.76487243	0.007506058	0.12856178	0.26462963	2.0597897	2.82466213	0.441599303	6.94424153
216.66895	0.74802226	0.007526163	0.12925233	0.26603079	2.0690553	2.81707756	0.431870853	6.95518816
217.66895	0.75310439	0.00787415	0.12992392	0.26772198	2.0702031	2.82330749	0.434805022	6.96371369
218.66895	0.76131475	0.007893773	0.1306518	0.26919737	2.0771432	2.83845795	0.439545276	6.99274435
219.66895	0.76056856	0.008051975	0.13129757	0.27064714	2.0808699	2.84143846	0.439114463	7.00317826
220.66895	0.76331657	0.008359756	0.13202026	0.27240029	2.090183	2.85349957	0.440701027	7.03386557
221.66895	0.77193642	0.008060006	0.13281755	0.27369511	2.091398	2.86333442	0.4456777	7.04613042
222.66895	0.75328887	0.008236971	0.13349935	0.27523568	2.1002133	2.85350217	0.434911532	7.05392877
223.66895	0.76351577	0.008294283	0.13413924	0.27657276	2.1042972	2.86781297	0.440816035	7.07640737
224.66895	0.76934057	0.008265517	0.13496979	0.27820507	2.1090429	2.87838347	0.444178985	7.09646927
225.66895	0.7564171	0.008308406	0.13569635	0.27970111	2.1149564	2.8713735	0.436717616	7.1012863
226.66895	0.7644769	0.008299549	0.13641126	0.28112206	2.1209748	2.8854517	0.441370944	7.1274013
227.66895	0.76270258	0.008142117	0.1372886	0.28271931	2.1238818	2.88658438	0.44034654	7.13434798
228.66895	0.75333387	0.007727673	0.13799332	0.28371432	2.1271191	2.88045297	0.434937513	7.13469117
229.66895	0.75402027	0.007662471	0.13869515	0.28505278	2.13131	2.88533027	0.435333806	7.14795027
230.66895	0.76280087	0.007668434	0.13940759	0.28648362	2.1349027	2.89770357	0.440403288	7.16750897
231.66895	0.75026643	0.007399422	0.1401825	0.28776443	2.1438913	2.89415773	0.433166525	7.18194033
232.66895	0.75401485	0.007400345	0.14087316	0.28914666	2.1460509	2.90006575	0.435330677	7.19216755
233.66895	0.75099051	0.007369421	0.1415412	0.29045179	2.1497986	2.90078911	0.433584573	7.20038631
234.66895	0.75245917	0.007588828	0.14214051	0.29186985	2.1553481	2.90780727	0.434432504	7.21850347
235.66895	0.75004983	0.007701754	0.14288193	0.29346561	2.1627417	2.91279153	0.433041471	7.23827493
236.66895	0.75678879	0.007699602	0.14357272	0.29484501	2.1675119	2.92430069	0.436932212	7.25932449
237.66895	0.75641149	0.007747573	0.14426005	0.29626769	2.1720428	2.92845429	0.436714377	7.27253989
238.66895	0.75956082	0.007934843	0.14490624	0.29774731	2.1783004	2.93786122	0.438532644	7.29446202
239.66895	0.75895488	0.007976011	0.14561376	0.29920354	2.1817558	2.94071068	0.438182804	7.30422228
240.66895	0.76788294	0.008057425	0.14633057	0.30071858	2.1914914	2.95937434	0.443337422	7.34235714
241.66895	0.76097512	0.008145395	0.14689067	0.30192673	2.1928713	2.95384642	0.43934919	7.33958902
242.66895	0.76090997	0.008364448	0.14761116	0.30358675	2.1964765	2.95738647	0.439311576	7.35033947
243.66895	0.75850427	0.008251436	0.14824794	0.30474731	2.2008162	2.95932047	0.437922644	7.36095287
244.66895	0.75360823	0.0081741	0.1490704	0.30631489	2.2067926	2.96040083	0.435095914	7.37398603
245.66895	0.76405013	0.008342602	0.14972083	0.30778429	2.212857	2.97690713	0.441124548	7.40262113
246.66895	0.7581262	0.007995419	0.15043797	0.30887136	2.2160816	2.9742078	0.437704366	7.406371
247.66895	0.7513476	0.007785893	0.15125766	0.31030124	2.2187757	2.9701233	0.433790739	7.4076747
248.66895	0.75394595	0.007825831	0.15189354	0.31161293	2.2253735	2.97931945	0.435290897	7.43006645
249.66895	0.75490254	0.007543517	0.15263976	0.31282306	2.2297165	2.98461904	0.435843185	7.44405204
250.66895	0.74331707	0.007526408	0.15343364	0.3143937	2.2331884	2.97650547	0.42915431	7.44288227
251.66895	0.74540621	0.007387866	0.15424328	0.3158744	2.241823	2.98722921	0.430360476	7.47087521
252.66895	0.74841779	0.007154014	0.15506111	0.31727624	2.2465653	2.99498309	0.432099213	7.48811369
253.66895	0.75298965	0.007349527	0.15573439	0.3188183	2.2528412	3.00583085	0.434738777	7.51151325
254.66895	0.7605924	0.007373052	0.15644063	0.32025433	2.2575178	3.0181102	0.439128227	7.5331458
255.66895	0.74662066	0.007292889	0.15723231	0.32175753	2.2613058	3.00792646	0.431061639	7.53053806
256.66895	0.75087035	0.007318869	0.15790084	0.32312056	2.268132	3.01900235	0.433515199	7.55526635
257.66895	0.75331646	0.007433399	0.15872255	0.32487848	2.2745502	3.02786666	0.434927461	7.57696706
258.66895	0.7444967	0.007626631	0.15948074	0.32658809	2.2827435	3.0272402	0.42983537	7.5927272
259.66895	0.75622618	0.007575793	0.16033553	0.32824686	2.2897599	3.04598608	0.436607389	7.62550588
260.66895	0.760028	0.007481655	0.16118701	0.32985568	2.2946796	3.0547076	0.43880237	7.6440668
261.66895	0.75176704	0.007539091	0.16190812	0.33135536	2.3012073	3.05297434	0.434032903	7.65538894
262.66895	0.74828291	0.007856011	0.16263247	0.33312094	2.3054209	3.05370381	0.43202134	7.66454561
263.66895	0.75580287	0.007801341	0.16331279	0.33442691	2.3116655	3.06746837	0.43636299	7.69079937
