Time	epsa	epsc	epsv	sigc	siga	siga*	SqJ2	I1
133.25586	0.022106128	0.052078009	0.12626214	1.6628183	0.87529206	2.53811036	0.505350106	5.86374696
134.25586	0.022273175	0.052965421	0.12820402	1.6670674	0.903580421	2.570647821	0.521682399	5.904782621
135.25586	0.022459114	0.053912658	0.13028443	1.6780432	0.903913596	2.581956796	0.521874758	5.938043196
136.25586	0.02245477	0.054909103	0.13227297	1.6824156	0.887096347	2.569511947	0.512165315	5.934343147
137.25586	0.022850608	0.05564788	0.13414636	1.6853667	0.900674766	2.586041466	0.520004819	5.956774866
138.25586	0.02310429	0.056117568	0.13533942	1.688475	0.889308534	2.577783534	0.513442521	5.954733534
139.25586	0.023354737	0.056406941	0.13616863	1.6876364	0.888722155	2.576358555	0.513103975	5.951631355
140.25586	0.023558173	0.056873176	0.13730453	1.6929313	0.882134053	2.575065353	0.509300333	5.960927953
141.25586	0.023623627	0.057317961	0.13825954	1.6966791	0.897651873	2.594330973	0.518259551	5.987689173
142.25586	0.023924299	0.057844322	0.13961294	1.6944909	0.903527161	2.598018061	0.52165165	5.986999861
143.25586	0.024074068	0.058119528	0.14031313	1.7004666	0.908027562	2.608494162	0.524249957	6.009427362
144.25586	0.024162203	0.05864615	0.14145452	1.7028888	0.916044404	2.618933204	0.528878483	6.024710804
145.25586	0.024150888	0.05896166	0.14207421	1.7042062	0.916988342	2.621194542	0.529423466	6.029606942
146.25586	0.024208535	0.059389208	0.14298694	1.7072754	0.915860099	2.623135499	0.528772075	6.037686299
147.25586	0.024609428	0.060082022	0.14477348	1.7153298	0.901659201	2.616989001	0.520573182	6.047648601
148.25586	0.02452654	0.060671825	0.14587019	1.7199078	0.896399215	2.616307015	0.517536328	6.056122615
149.25586	0.024652358	0.061280146	0.14721264	1.7276002	0.906165638	2.633765838	0.523174975	6.088966238
150.25586	0.024668299	0.062080037	0.14882837	1.7336534	0.902847477	2.636500877	0.521259234	6.103807677
